company_id,competitor_quality,competitor_price,competitor_innovation,competitor_customer_service
1,8.613688761194023,6.190733268328481,9.869002066785747,5.403077025848009
2,8.28364742360804,9.542172759396877,7.720993312518511,9.697842945125828
3,8.54382827614577,7.340345271171451,6.376195905185042,8.77566808722598
4,5.041818409384286,7.331497064699094,8.547194323169874,7.933119591418313
5,6.0883369979026805,8.802878212276411,6.357460012713556,9.142193354694953
6,8.308421441999283,5.772461020024629,9.521216457037825,5.400933784060566
7,7.419946840898736,7.436326770500254,6.873609852536882,7.384194388665621
8,5.0265673783417295,7.149926070605298,7.749342813881026,8.150465634308317
9,9.022473212159111,7.98455345273328,5.252865519121144,9.143264530591447
10,8.864047866451687,9.997788516252193,7.130606189761154,8.917347800246338
11,7.742095814967813,8.847244470410235,9.161817698304976,6.385346248566998
12,5.332316628881361,6.989328515087136,9.02824402681671,9.704400847796022
13,8.832575247662923,9.137765261370234,6.121592794267631,5.621729207154352
14,7.918567938656819,5.853541816562401,6.130395355052814,9.37566809310576
15,8.909799885789795,5.152318431544801,9.086526561066183,9.854701248023094
16,8.758734961979203,6.022241862321366,9.651992100846627,5.885767616113128
17,9.015010359789185,6.702057780571298,5.476804606365018,8.610330321018926
18,7.590040332023124,7.552903787297799,7.250293197131127,5.201427593889992
19,5.701622590967575,8.075645702705998,6.687271394821145,7.027114125695775
20,8.355787366898443,9.55302858607211,9.353442277287197,7.58141649598837
21,8.102368925259853,7.549270047752288,5.417624573400094,7.9032261295481705
22,8.711265935995435,7.506378223128647,6.0556297127901875,9.679686241242798
23,5.849405030253677,5.2512150491149105,8.762341687932471,8.361253436470975
24,5.974875999501446,5.174557763281119,5.256469244906078,7.4063897560961856
25,9.452047586096644,7.755799809581861,7.462676903571446,9.048375181329448
26,8.749888992260354,7.190893066241722,7.2105351733986005,9.752664104772045
27,9.541142443501615,9.195901974901492,6.6720058949437435,5.110330743411454
28,8.793576605819604,5.803397923559226,6.972861576594619,9.912606361280194
29,7.98577652995151,5.124858310585248,7.649702934651165,5.430660695318402
30,8.270663685139368,7.2451938396506295,5.806836791941915,9.071933896343808
31,9.44563961970005,6.187392783761288,7.859979391417964,6.401673762757063
32,7.894033772559703,5.248071866694187,9.02716164649993,5.660898288769359
33,8.161956621641938,8.622991434238145,8.800804648950795,7.199278198569175
34,5.782383580018003,5.557964999786237,5.769499523468868,8.219782897238067
35,7.369606100580514,8.041597500038858,5.746247348707369,6.904759225117375
36,8.581985559790494,6.405248750834446,6.340871838724567,5.272827041413494
37,6.354713491581827,5.86748025177511,6.805373631705186,7.997305698293583
38,6.011270902622675,6.898757614596587,7.042277907042413,9.512016380553373
39,6.569134041122078,9.007228881114768,8.398486084166727,6.916076829736259
40,6.207503139964167,6.960467884522863,5.283402160829177,6.081663888154135
41,6.0745631851819795,8.753848246055279,5.173363521130332,7.212886729664077
42,7.124254214340435,5.627431483995753,6.959552814719546,5.241813555243905
43,9.53919256941767,8.863857098325395,8.485818460689902,9.102437922401375
44,7.535298233693592,6.184666624533243,5.967176714782413,9.131704054750934
45,5.939601904076615,8.386965649444363,8.207522406281258,7.940002317148142
46,5.3848583469043705,7.828907774204982,6.299140689701497,6.765514444691947
47,8.480780725689627,9.645723586058438,9.430430544067582,8.998916822228917
48,6.913993822181939,6.93661258987657,9.478449721333082,7.773435123941836
49,9.109154732926797,5.330825944172203,6.486436021406632,9.129661542750082
50,8.29755384320385,5.095777427756264,6.149968769816203,8.157293962915103
51,8.981207252706842,9.134292804863765,7.056519860331156,8.922027366063986
52,6.359730197092244,7.623678188307161,6.202657925900743,7.992814966088799
53,8.46179461230529,8.876220259174747,8.361919216458517,7.070705341078331
54,6.320309923468594,6.172128000057573,9.130323422741426,9.789729299630688
55,9.695342397251459,6.7254187275661685,8.365460654556085,7.7055691243942235
56,8.181871407666872,5.1505193610565945,9.121752236246747,8.025447592702692
57,6.622559000876711,9.80746162287056,6.984960811037371,6.102438197073746
58,6.347559311461364,8.339339533504067,5.781584853544304,8.128253947136383
59,5.954632925358218,9.666025438796531,8.689754736987961,7.8580382474147195
60,8.47320479446864,6.327482037145362,6.802372525707769,5.9241919897351245
61,6.093578064989637,8.057318056128304,8.356354126145662,5.297935486765718
62,7.9765163296374455,8.392499841463188,6.353219709908828,8.021796598573856
63,6.323175134626787,6.587748501287942,5.406148174033364,8.818461346751603
64,8.309844723969343,9.240546175078151,9.962908977438817,7.617006854610041
65,9.074698642702696,9.735807314501239,5.781007539652997,6.133863126598229
66,8.890126215723265,9.424275588480022,9.942104969817406,8.332609883465175
67,8.804256654653908,8.695334879696862,9.886399662832236,5.400528633048011
68,5.93861202846126,6.38732339862477,8.969090519540199,7.2091685240097725
69,5.441924734922593,6.4080802105281585,8.297114810409987,5.816833791992101
70,8.494744142436929,9.81680160223019,7.889035251255423,5.922295255299417
71,6.841736068971756,5.05142247967846,9.330507726889174,6.011469745791018
72,7.161731132016737,8.580249866210723,6.44719760809744,6.9335352852198895
73,5.155745463966955,8.531230812776311,7.338406062424385,5.255751028101988
74,6.297882246375246,8.113447704748987,8.096949846832509,6.9889672046454905
75,5.16838201937232,9.950544230434328,7.055952379347455,7.558537235573504
76,9.395928863006239,6.559397178818626,7.13743227045134,7.4164714248316255
77,6.216983416092653,6.699859318966241,6.651423337510423,6.913920502015203
78,7.786685847865041,5.3946970147327775,7.82115908342268,9.195733040353762
79,5.1948966033056525,7.213990682718688,9.25287264007558,5.72663346210252
80,8.33423695652829,6.305242631174241,6.0076418900315645,7.52848371890687
81,6.615136728770469,6.7169335108882215,9.672165193767206,5.310207084782771
82,9.48959593478833,9.172858951278139,8.445438268741148,5.3557783943895485
83,9.440590944670179,9.677422567637478,9.11636606340015,7.8693292483854815
84,6.626453091808739,5.928665360025928,7.780953463150058,7.830092124439105
85,9.504804478452339,6.862544657767329,8.897583507120316,9.390167564222285
86,9.980788367493894,9.643152810576971,5.081001986697336,7.789368378300366
87,9.127078320619741,5.309042303446113,9.091902123897675,9.798955102024252
88,9.224356738776144,5.4618026405568925,5.200694295426833,5.243474241999649
89,6.24504368054545,5.813954946031147,9.449566881814313,5.490038423903705
90,7.8835119942887815,7.976064170634373,9.959813736193215,5.220329307851907
91,5.336279569836839,5.752361355029987,6.470337310883889,5.9263842516677006
92,5.474589684108349,9.840381907253668,6.051592781428968,7.70635055470839
93,9.994463060166453,7.233572636292601,8.826816819290205,8.22786090713714
94,6.633196247129555,7.507589801750832,6.2651317046012664,5.2279257897433435
95,8.740919560244231,6.233293079027033,9.327811915861018,9.729854449227997
96,9.033325265134081,7.354801262173668,5.5142129607873835,9.210826883251904
97,9.290116355036146,8.309568163185057,5.629775981896791,6.4830624107854655
98,9.988141487010783,8.755885684770213,9.895757775503078,5.385937651132339
99,6.207482426284339,8.769340413549564,8.369194491350022,5.849435366095286
100,5.201754134298499,7.889455563470442,9.234436122144764,5.634722068774863
101,7.05595758997293,9.521798874969285,6.62164688675759,5.616418896494734
102,5.650403349144735,9.087039236530547,8.382418747603023,7.5928084433286696
103,5.112129445810275,8.785240573493127,7.971209136542986,6.229237212467002
104,6.802134135707431,5.2780276084023034,8.015750600614735,6.790698582645723
105,8.918691255376181,5.034389811098246,8.412662297688609,9.947526666921611
